,title,year,genre,description,score,soup
77,lawrence of arabia,1962,"adventure, biography, drama",The story of,7.778393502080874,"lawrence of arabia english, arabic, turkish david lean adventure, biography, drama peter o'toole, alec guinness, anthony quinn, jack hawkins, omar sharif, josé ferrer, anthony quayle, claude rains, arthur kennedy, donald wolfit, i.s. johar, gamil ratib, michel ray, john dimech, zia mohyeddin"
78,lolita,1962,"crime, drama, romance",A middle-aged college professor becomes infatuated with a fourteen-year-old nymphet.,6.84477830886045,"lolita english, french, spanish, german stanley kubrick crime, drama, romance james mason, shelley winters, sue lyon, gary cockrell, jerry stovin, diana decker, lois maxwell, cec linder, bill greene, shirley douglas, marianne stone, marion mathie, james dyrenforth, maxine holden, john harrison"
79,to kill a mockingbird,1962,"crime, drama","Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice.",7.8222203779418615,"to kill a mockingbird english robert mulligan crime, drama gregory peck, john megna, frank overton, rosemary murphy, ruth white, brock peters, estelle evans, paul fix, collin wilcox paxton, james anderson, alice ghostley, robert duvall, william windom, crahan denton, richard hale"
80,8½,1963,drama,A harried movie director retreats into his memories and fantasies.,7.151174488540698,"8½ italian, french, english, german federico fellini drama marcello mastroianni, claudia cardinale, anouk aimée, sandra milo, rossella falk, barbara steele, madeleine lebeau, caterina boratto, eddra gale, guido alberti, mario conocchia, bruno agostini, cesarino miceli picardi, jean rougeul, mario pisu"
81,the birds,1963,"drama, horror, mystery",A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,7.156925432928979,"the birds english alfred hitchcock drama, horror, mystery rod taylor, jessica tandy, suzanne pleshette, tippi hedren, veronica cartwright, ethel griffies, charles mcgraw, ruth mcdevitt, lonny chapman, joe mantell, doodles weaver, malcolm atterbury, john mcgovern, karl swenson, richard deacon"
82,dr. strangelove or: how i learned to stop worrying and love the bomb,1964,comedy,An insane general triggers a path to nuclear holocaust that a War Room full of politicians and generals frantically tries to stop.,8.048883515159481,"dr. strangelove or: how i learned to stop worrying and love the bomb english, russian stanley kubrick comedy peter sellers, george c. scott, sterling hayden, keenan wynn, slim pickens, peter bull, james earl jones, tracy reed, jack creley, frank berry, robert o'neil, glenn beck, roy stephens, shane rimmer, hal galili"
83,from russia with love,1963,"action, adventure, thriller",James Bond willingly falls into an assassination plot involving a naive Russian beauty in order to retrieve a Soviet encryption device that was stolen by S.P.E.C.T.R.E.,6.821011375445375,"from russia with love english, russian, turkish, romany terence young action, adventure, thriller sean connery, daniela bianchi, pedro armendáriz, lotte lenya, robert shaw, bernard lee, eunice gayson, walter gotell, francis de wolff, george pastell, nadja regin, lois maxwell, aliza gur, martine beswick, vladek sheybal"
84,the great escape,1963,"adventure, drama, history",Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,7.629439255867773,"the great escape english, german, french, russian, spanish john sturges adventure, drama, history steve mcqueen, james garner, richard attenborough, james donald, charles bronson, donald pleasence, james coburn, hannes messemer, david mccallum, gordon jackson, john leyton, angus lennie, nigel stock, robert graf, jud taylor"
85,the sword in the stone,1963,"animation, adventure, comedy","A poor boy named Arthur learns the power of love, kindness, knowledge and bravery with the help of a wizard called Merlin in the path to become one of the most beloved kings in English history.",6.614929863978184,"the sword in the stone english wolfgang reitherman animation, adventure, comedy sebastian cabot, karl swenson, rickie sorensen, junius matthews, ginny tyler, martha wentworth, norman alden, alan napier, richard reitherman, robert reitherman"
86,goldfinger,1964,"action, adventure, thriller","While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",7.162844531429442,"goldfinger english, chinese, spanish guy hamilton action, adventure, thriller sean connery, gert fröbe, honor blackman, shirley eaton, tania mallet, harold sakata, bernard lee, martin benson, cec linder, austin willis, lois maxwell, bill nagy, michael mellinger, peter cranwell, nadja regin"
87,mary poppins,1964,"comedy, family, fantasy","In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",7.194899686133258,"mary poppins english robert stevenson comedy, family, fantasy julie andrews, dick van dyke, david tomlinson, glynis johns, hermione baddeley, reta shaw, karen dotrice, matthew garber, elsa lanchester, arthur treacher, reginald owen, ed wynn, jane darwell, arthur malet, james logan"
88,my fair lady,1964,"drama, family, musical",Snobbish phonetics Professor Henry Higgins (Sir Rex Harrison) agrees to a wager that he can make flower girl Eliza Doolittle (Audrey Hepburn) presentable in high society.,6.931918852804907,"my fair lady english george cukor drama, family, musical audrey hepburn, rex harrison, stanley holloway, wilfrid hyde-white, gladys cooper, jeremy brett, theodore bikel, mona washbourne, isobel elsom, john holland"
89,per un pugno di dollari,1964,"drama, western","A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.",7.424176470680941,"per un pugno di dollari italian, spanish sergio leone drama, western clint eastwood, marianne koch, gian maria volontè, wolfgang lukschy, sieghardt rupp, joseph egger, antonio prieto, josé calvo, margarita lozano, daniel martín, benito stefanelli, mario brega, bruno carotenuto, aldo sambrell"
90,per qualche dollaro in più,1965,western,Two bounty hunters with the same intentions team up to track down a Western outlaw.,7.7123530622799805,"per qualche dollaro in più italian, english sergio leone western clint eastwood, lee van cleef, gian maria volontè, mario brega, luigi pistilli, aldo sambrell, klaus kinski, benito stefanelli, luis rodríguez, panos papadopulos, mara krupp, roberto camardiel, joseph egger, tomás blanco, lorenzo robledo"
91,the sound of music,1965,"biography, drama, family",A woman leaves an Austrian convent to become a governess to the children of a Naval officer widower.,7.43424087820728,"the sound of music english, german robert wise biography, drama, family julie andrews, christopher plummer, eleanor parker, richard haydn, peggy wood, charmian carr, heather menzies-urich, nicholas hammond, duane chase, angela cartwright, debbie turner, kym karath, anna lee, portia nelson, ben wright"
92,thunderball,1965,"action, adventure, thriller",James Bond heads to the Bahamas to recover two nuclear warheads stolen by S.P.E.C.T.R.E. Agent Emilio Largo in an international extortion scheme.,6.550686792931194,"thunderball english, french terence young action, adventure, thriller sean connery, claudine auger, adolfo celi, luciana paluzzi, rik van nutter, guy doleman, molly peters, martine beswick, bernard lee, desmond llewelyn, lois maxwell, roland culver, earl cameron, paul stassino, rose alba"
93,"il buono, il brutto, il cattivo",1966,western,A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,8.516545603599308,"il buono, il brutto, il cattivo italian, english, spanish sergio leone western eli wallach, clint eastwood, lee van cleef, aldo giuffrè, luigi pistilli, rada rassimov, enzo petito, claudio scarchilli, john bartha, livio lorenzon, antonio casale, sandro scarchilli, benito stefanelli, angelo novi, antonio casas"
94,persona,1966,"drama, thriller",A nurse is put in charge of a mute actress and finds that their personae are melding together.,7.150123264264717,"persona swedish, english ingmar bergman drama, thriller bibi andersson, liv ullmann, margaretha krook, gunnar björnstrand"
95,bonnie and clyde,1967,"action, biography, crime","Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",7.010334604157948,"bonnie and clyde english arthur penn action, biography, crime warren beatty, faye dunaway, michael j. pollard, gene hackman, estelle parsons, denver pyle, dub taylor, evans evans, gene wilder"
96,cool hand luke,1967,"crime, drama","A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.",7.413287561120496,"cool hand luke english stuart rosenberg crime, drama paul newman, george kennedy, j.d. cannon, lou antonio, robert drivas, strother martin, jo van fleet, clifton james, morgan woodward, luke askew, marc cavell, richard davalos, robert donner, warren finnerty, dennis hopper"
97,the graduate,1967,"comedy, drama, romance",A disillusioned college graduate finds himself torn between his older lover and her daughter.,7.5342333990902235,"the graduate english mike nichols comedy, drama, romance anne bancroft, dustin hoffman, katharine ross, william daniels, murray hamilton, elizabeth wilson, buck henry, brian avery, walter brooke, norman fell, alice ghostley, marion lorne, eddra gale"
